company_id,industry_sector,listing_status,credit_rating_band,audit_going_concern_flag,years_in_operation,num_employees,debt_to_equity_ratio,current_ratio,interest_coverage_ratio,revenue_growth_pct,net_profit_margin_pct,working_capital_to_assets_ratio,macroeconomic_interest_rate_pct,distress_risk_category
455,Manufacturing,Private,Speculative,,16.6,591,1.71,2.5,0.32,-8.55,-2.0118781257333485,0.302,14.51,Healthy
456,Manufacturing,Private,Investment Grade,,23.3,95,2.68,1.25,6.45,-0.24,1.758180549644023,-0.012,13.63,Healthy
457,Construction,Private,High Risk,,4.9,249,0.95,1.58,1.8,-4.28,10.861065118869934,0.052,14.46,Watch
458,Technology,Public,Speculative,No,5.5,358,1.27,2.36,11.69,-5.93,5.234147217572573,0.259,16.52,Healthy
459,Energy,Private,Investment Grade,,14.8,458,0.72,2.18,1.52,10.32,1.3815419856963516,0.223,15.76,Healthy
460,Construction,Public,Investment Grade,Yes,7.4,430,1.29,3.27,15.49,3.21,13.435363951799788,0.52,14.11,Healthy
461,Technology,Private,High Risk,,8.6,612,0.43,0.63,9.72,-10.58,10.489669380534895,-0.042,14.87,Watch
462,Retail,Private,Speculative,,19.5,1018,1.08,2.14,3.71,-2.41,10.55775073421458,0.185,12.66,Healthy
463,Construction,Private,Speculative,,3.3,92,0.44,1.78,7.64,5.98,-0.7343750422436583,0.198,15.65,Distressed
464,Construction,Private,High Risk,,8.6,350,0.61,1.72,10.49,10.11,11.100977758194457,0.029,14.3,Healthy
465,Energy,Private,Investment Grade,,15.5,446,0.71,1.84,1.91,0.34,12.117069191517889,0.165,13.71,Healthy
466,Energy,Public,Investment Grade,No,6.2,111,0.95,0.1,-3.66,3.97,-4.276965341745056,-0.155,13.91,Distressed
467,Technology,Private,High Risk,,9.6,496,0.28,1.68,4.55,12.49,-4.6324731074746754,0.248,12.34,Healthy
468,Retail,Private,Investment Grade,,11.1,936,1.41,0.4,4.24,20.46,8.527487995135008,-0.133,13.16,Healthy
469,Retail,Private,High Risk,,29.2,198,0.63,1.74,9.06,18.01,14.258016020358518,0.077,12.99,Healthy
470,Technology,Public,Investment Grade,No,2.4,265,2.17,0.79,19.56,9.88,18.180968215717453,-0.052,12.62,Healthy
471,Construction,Private,High Risk,,11.1,732,0.88,1.69,5.76,3.06,4.560579761000864,0.137,16.6,Watch
472,Manufacturing,Private,Investment Grade,,32.9,331,1.77,2.3,9.82,28.62,9.67132659285409,0.21,13.36,Healthy
473,Manufacturing,Private,Investment Grade,,8.3,159,0.83,0.89,7.12,14.74,10.791734180921686,-0.077,10.06,Healthy
474,Manufacturing,Private,Speculative,,5.9,259,0.23,1.14,4.97,-4.02,8.399064864767352,0.071,13.62,Healthy
475,Retail,Private,Investment Grade,,0.5,131,1.53,2.14,0.79,0.38,-20.445121310738568,0.096,12.51,Distressed
476,Energy,Public,Speculative,Yes,5.6,679,0.91,2.33,-1.76,11.75,8.777885803175701,0.16,10.37,Healthy
477,Retail,Private,Investment Grade,,11.0,182,1.68,1.53,10.49,-3.49,16.351293484455386,0.112,9.91,Healthy
478,Retail,Public,Investment Grade,No,8.6,402,0.96,1.39,4.63,4.13,10.154589286767129,0.076,15.29,Healthy
479,Manufacturing,Private,Investment Grade,,2.2,225,2.55,0.1,11.12,14.34,19.62498733379588,-0.119,16.63,Healthy
480,Technology,Private,Investment Grade,,6.3,103,2.19,1.42,7.13,17.65,-20.040223985568538,0.121,15.38,Healthy
481,Construction,Private,Investment Grade,,10.9,192,1.7,1.55,6.14,9.38,24.207499588308888,0.022,19.74,Healthy
482,Manufacturing,Private,Investment Grade,,22.7,214,1.36,1.87,-7.44,13.53,9.601453072060483,0.163,15.89,Healthy
483,Manufacturing,Private,Investment Grade,,17.3,402,3.57,1.66,4.63,-5.18,7.842877623059726,0.164,14.67,Healthy
484,Technology,Private,Speculative,,29.7,236,0.67,0.82,2.56,13.38,19.529194317990992,-0.034,15.01,Healthy
485,Manufacturing,Public,Investment Grade,No,5.7,207,0.81,0.42,-3.14,3.32,11.47901992688367,-0.16,11.87,Watch
486,Retail,Private,Investment Grade,,7.9,69,1.47,0.1,16.78,15.23,13.401990360469707,-0.154,11.06,Healthy
487,Energy,Private,Speculative,,3.4,156,0.89,0.55,6.36,8.83,4.498866592823394,-0.127,11.14,Distressed
488,Energy,Private,Speculative,,22.7,162,2.0,2.14,0.08,3.78,10.75792354418195,0.276,12.43,Healthy
489,Retail,Private,Speculative,,15.5,42,1.15,0.56,8.18,7.29,8.491800833605724,-0.048,18.37,Healthy
490,Retail,Private,Speculative,,22.7,612,2.3,2.69,7.3,17.1,21.353170118548693,0.271,13.13,Healthy
491,Retail,Private,Speculative,,4.1,134,1.17,1.89,-0.13,-6.7,,0.179,12.1,Watch
492,Retail,Public,Speculative,No,38.1,194,1.39,1.44,10.47,15.45,9.748210396663268,0.109,15.55,Healthy
493,Energy,Private,Speculative,,9.8,505,3.76,1.25,7.69,1.49,5.325670647863277,0.035,8.03,Distressed
494,Retail,Private,Speculative,,18.5,53,0.53,2.44,-0.73,6.99,11.159266928914269,0.265,13.21,Healthy
495,Energy,Private,Speculative,,6.1,35,0.72,2.62,11.68,2.11,14.258413954105135,0.248,11.95,Healthy
496,Retail,Private,Investment Grade,,28.1,494,2.81,2.32,0.5,12.15,1.7130242399409994,0.148,10.82,Healthy
497,Construction,Private,High Risk,,2.7,105,1.95,1.83,17.04,6.6,12.284349746624871,0.117,16.85,Healthy
498,Construction,Private,Investment Grade,,12.0,438,0.2,0.72,10.32,-12.49,8.151985988374204,-0.026,12.11,Healthy
499,Construction,Private,Speculative,,10.9,69,0.99,1.83,-1.15,21.84,18.04045619816639,0.189,12.18,Healthy
500,Construction,Private,Investment Grade,,19.9,292,0.42,1.57,3.24,-0.55,17.230395142827273,0.095,14.34,Healthy
501,Energy,Private,Investment Grade,,1.3,201,0.93,0.9,2.34,1.86,12.08881778340735,-0.051,11.6,Healthy
502,Energy,Public,High Risk,No,4.3,202,0.59,1.15,3.37,-2.39,-2.6029696044040413,0.003,12.23,Watch
503,Manufacturing,Public,Investment Grade,No,4.7,501,0.53,1.01,9.88,7.89,7.112585873974399,0.067,13.13,Healthy
504,Construction,Private,Speculative,,6.8,600,0.41,0.48,3.11,-4.74,2.662753446970531,-0.059,14.18,Watch
505,Retail,Private,Investment Grade,,5.1,577,0.8,1.53,7.3,13.28,0.3541709045534134,0.07,12.01,Healthy
506,Retail,Private,Speculative,,17.4,1291,0.77,1.64,9.28,10.84,2.9596192096130944,0.137,13.58,Healthy
507,Manufacturing,Private,Investment Grade,,20.1,495,1.32,3.03,4.08,9.24,,0.29,9.14,Healthy
508,Manufacturing,Private,High Risk,,2.6,340,1.02,1.22,2.81,10.08,13.38599848809427,0.079,14.43,Healthy
509,Construction,Public,Speculative,No,5.7,48,0.86,1.5,1.26,-3.31,14.658172315975964,0.096,14.76,Healthy
510,Construction,Public,Investment Grade,No,10.0,205,1.02,1.13,-3.15,-16.93,,0.052,12.7,Distressed
511,Retail,Private,Speculative,,3.5,674,2.46,2.08,4.22,-10.47,2.119039734451006,0.186,13.19,Watch
512,Energy,Private,Investment Grade,,13.8,66,1.04,1.11,-1.6,3.98,-4.387639722520376,0.023,14.07,Distressed
513,Technology,Private,Speculative,,3.4,450,0.53,1.69,21.95,14.41,6.581022982764572,0.068,14.17,Healthy
514,Construction,Public,Speculative,No,13.4,183,0.74,2.26,11.79,-0.74,-11.606050176204768,0.154,8.81,Watch
515,Retail,Public,Investment Grade,No,6.6,77,0.75,2.35,-8.77,-5.38,7.444517304279111,0.206,13.42,Distressed
516,Construction,Public,Investment Grade,No,5.5,7,1.37,2.74,-3.16,23.97,-8.86119271982497,0.334,12.21,Healthy
517,Technology,Public,Speculative,No,13.3,47,0.94,0.68,-0.81,8.32,15.271273089629943,-0.015,15.2,Watch
518,Energy,Private,Investment Grade,,7.4,51,1.0,2.22,-1.57,-9.25,12.905820596253953,0.156,14.04,Watch
519,Technology,Private,Speculative,,16.4,363,0.58,1.23,1.34,-5.33,7.617297157075409,0.018,16.33,Watch
520,Retail,Private,Investment Grade,,2.9,494,0.64,1.85,4.93,1.68,4.166202679612468,0.191,15.44,Healthy
521,Retail,Public,Speculative,No,4.0,651,0.54,1.23,1.64,8.16,-6.355819650160397,0.096,11.87,Watch
522,Technology,Private,High Risk,,7.3,166,1.05,2.47,11.17,1.81,9.389554768044249,0.431,16.34,Healthy
523,Technology,Private,Investment Grade,,7.8,151,1.29,0.64,-2.62,12.33,9.871379292238549,-0.053,13.57,Watch
524,Manufacturing,Private,High Risk,,7.6,335,1.66,1.73,-3.56,9.95,20.87804877545225,0.047,13.94,Healthy
525,Retail,Private,Speculative,,29.8,102,0.33,3.07,12.24,4.43,-1.642098575824968,0.271,9.78,Healthy
526,Construction,Private,High Risk,,25.8,1026,3.38,2.11,6.59,5.13,5.604006573153886,0.14,16.44,Distressed
527,Construction,Public,Investment Grade,No,10.9,46,1.1,1.83,8.02,6.37,-10.505524277199388,0.16,15.88,Healthy
528,Technology,Private,High Risk,,12.6,294,0.93,1.08,4.03,3.94,-0.5281184706307727,0.005,13.39,Healthy
529,Technology,Public,Investment Grade,Yes,21.6,41,1.52,1.78,12.15,0.47,1.2660697540391483,0.09,11.42,Healthy
530,Energy,Private,High Risk,,4.8,145,2.4,0.52,8.73,13.3,1.2056759931704564,-0.082,13.64,Watch
531,Retail,Private,Speculative,,3.1,77,2.35,0.1,12.75,1.95,,-0.141,15.01,Healthy
532,Energy,Private,Speculative,,4.1,294,0.3,2.03,5.32,27.29,10.572637448406635,0.299,17.89,Healthy
533,Retail,Private,Investment Grade,,11.0,58,1.02,2.28,8.9,7.19,-0.08839347406932863,0.364,13.68,Watch
534,Retail,Public,High Risk,No,13.3,431,1.3,1.18,0.5,3.18,-2.517116022686869,0.057,13.02,Watch
535,Retail,Public,Speculative,No,10.5,506,0.79,3.09,10.38,-12.1,-7.68269992826993,0.512,9.61,Healthy
536,Technology,Public,Investment Grade,No,13.0,184,0.7,1.02,3.85,-5.02,-0.10224364931027097,-0.016,15.77,Watch
537,Energy,Private,Speculative,,6.2,417,0.53,2.13,13.59,4.56,,0.257,11.11,Healthy
538,Technology,Private,Investment Grade,,26.1,35,1.69,1.58,6.68,0.08,2.8673722659523206,0.04,10.27,Healthy
539,Construction,Public,Speculative,No,0.5,346,0.77,0.57,10.22,8.46,-8.000320035705373,-0.124,16.05,Healthy
540,Retail,Private,Investment Grade,,15.4,338,0.53,1.57,4.67,2.92,-3.5244980696657713,0.06,17.53,Healthy
541,Technology,Public,High Risk,No,6.2,570,4.79,0.35,12.97,4.15,-0.4294574471113499,-0.061,12.95,Watch
542,Construction,Private,Investment Grade,,7.9,258,0.61,1.67,3.42,-4.3,22.71432065919506,0.12,12.9,Healthy
543,Construction,Public,Speculative,No,29.0,173,1.01,2.0,-4.0,-6.64,8.361119930658031,0.086,15.62,Watch
544,Manufacturing,Private,Speculative,,8.6,115,1.73,2.12,2.65,-7.83,6.938521985949379,0.169,10.76,Healthy
545,Construction,Private,High Risk,,6.2,448,0.79,1.36,3.71,5.83,12.178775871232325,0.14,13.9,Healthy
546,Construction,Private,Speculative,,18.2,438,1.08,2.06,5.2,2.31,5.012978416405085,0.142,12.43,Watch
547,Manufacturing,Private,Investment Grade,,2.8,189,3.91,1.36,4.83,0.22,-12.3637611337256,0.107,10.86,Healthy
548,Construction,Public,Speculative,No,5.6,94,0.12,1.25,6.93,4.06,7.174574651699084,0.124,12.75,Healthy
549,Technology,Public,Speculative,No,2.5,145,3.03,0.1,2.06,-1.67,-2.3687070474761143,-0.127,11.6,Distressed
550,Technology,Public,Investment Grade,No,5.9,518,0.65,0.8,4.98,15.83,5.63381964714275,-0.005,14.16,Healthy
551,Energy,Private,Investment Grade,,20.7,368,2.8,1.18,11.58,-7.79,-6.350950837688192,0.051,11.35,Distressed
552,Manufacturing,Public,Investment Grade,No,7.8,397,2.51,1.62,3.36,4.02,16.07300691893682,0.068,10.09,Healthy
553,Manufacturing,Private,Speculative,,8.1,78,0.47,0.1,3.76,-6.69,2.2114826737091215,-0.177,15.93,Watch
554,Construction,Private,Speculative,,20.4,677,2.15,0.78,5.9,5.35,2.638414912257561,-0.071,16.01,Watch
555,Manufacturing,Private,High Risk,,1.4,964,1.45,0.67,8.34,9.61,-10.281419968379115,-0.08,15.44,Watch
556,Technology,Private,Investment Grade,,9.9,204,1.96,2.41,-0.37,9.6,7.232467086896628,0.154,14.98,Watch
557,Energy,Private,High Risk,,4.9,439,0.57,2.41,0.69,2.59,9.145830199177006,0.247,13.12,Healthy
558,Construction,Private,Speculative,,9.3,518,2.36,2.01,7.98,5.59,24.465289575066006,0.148,17.11,Healthy
559,Energy,Public,High Risk,No,11.2,149,0.56,0.38,0.95,6.92,15.088725517428404,-0.095,9.93,Healthy
560,Construction,Private,Investment Grade,,11.6,744,2.62,2.33,-3.45,12.52,6.809517166953783,0.253,12.38,Watch
561,Technology,Private,Investment Grade,,1.4,237,0.44,0.15,7.12,14.5,16.59689563109371,-0.142,11.54,Healthy
562,Manufacturing,Private,Investment Grade,,11.1,473,2.35,2.54,-0.81,-7.05,3.301687776509111,0.116,12.22,Healthy
563,Retail,Private,High Risk,,6.2,300,3.43,1.3,-2.24,7.24,,-0.001,10.2,Watch
564,Manufacturing,Private,Investment Grade,,6.3,376,0.69,0.79,8.41,-0.48,17.715777170094597,-0.041,15.18,Watch
565,Construction,Private,Speculative,,11.3,862,0.25,2.57,5.96,9.77,6.672232693549585,0.168,12.43,Healthy
566,Construction,Private,Investment Grade,,13.6,161,1.69,0.7,5.56,5.93,15.687231728291804,-0.08,13.21,Watch
567,Technology,Private,Speculative,,8.2,315,1.14,0.93,5.32,14.54,20.824186025270855,-0.027,16.07,Healthy
568,Energy,Private,Investment Grade,,12.1,78,0.11,0.1,-4.69,11.5,0.7115572179903324,-0.137,15.41,Healthy
569,Energy,Private,High Risk,,17.0,349,0.91,1.38,1.61,7.55,-0.991858338783957,0.065,13.39,Distressed
570,Technology,Private,Investment Grade,,5.5,146,1.02,2.57,-7.0,7.1,,0.294,12.49,Healthy
571,Technology,Private,Investment Grade,,29.1,843,1.31,1.69,13.72,14.96,17.694191911568456,0.107,15.33,Healthy
572,Retail,Public,High Risk,No,5.7,169,1.33,1.4,0.46,16.45,-7.18194613526733,0.1,12.16,Watch
573,Manufacturing,Private,Speculative,,10.7,704,0.3,0.99,1.9,8.4,15.658993435964117,-0.03,15.39,Healthy
574,Construction,Public,Investment Grade,Yes,28.7,189,0.7,1.45,8.19,1.81,6.879126790167529,0.058,11.52,Healthy
575,Retail,Public,Speculative,No,5.0,922,0.83,0.93,2.94,6.0,14.490095415662676,-0.013,16.3,Healthy
576,Technology,Public,Investment Grade,No,18.1,100,1.12,2.36,-1.42,26.67,0.667834272118327,0.173,14.92,Healthy
577,Manufacturing,Private,Speculative,,11.7,304,0.63,2.17,8.1,-1.53,5.1124304229035396,0.179,16.4,Healthy
578,Technology,Private,Investment Grade,,8.5,269,1.82,0.54,3.39,7.48,8.949459223535214,-0.079,12.36,Watch
579,Manufacturing,Private,Speculative,,2.7,507,1.84,1.0,-0.61,11.65,-7.830016225963373,-0.011,13.96,Distressed
580,Energy,Private,Investment Grade,,6.3,35,1.22,1.54,3.62,-0.27,10.79162493236361,0.069,13.72,Watch
581,Technology,Private,Investment Grade,,6.5,260,2.01,3.23,-2.99,-1.01,20.43007075980863,0.455,12.83,Healthy
582,Manufacturing,Public,Speculative,No,7.6,163,0.83,1.48,4.21,10.24,19.712638202626607,0.147,13.92,Healthy
583,Technology,Public,Speculative,No,4.8,168,0.57,1.32,8.34,-6.09,-4.329368573934227,0.081,12.42,Watch
584,Technology,Public,Investment Grade,Yes,3.2,385,3.21,0.58,2.82,8.63,18.754977108947273,-0.083,14.53,Healthy
585,Manufacturing,Public,Investment Grade,No,11.1,247,0.29,3.13,4.4,5.24,10.14349210842457,0.276,15.25,Healthy
586,Energy,Private,Investment Grade,,16.6,616,0.96,0.85,5.05,-3.38,20.58115352029482,-0.006,14.82,Healthy
587,Retail,Private,Speculative,,22.2,359,1.51,2.56,-4.58,17.29,1.2714062502553372,0.263,11.63,Healthy
588,Retail,Private,High Risk,,17.7,265,2.19,1.15,4.71,-7.8,6.7568170020159375,0.009,13.03,Healthy
589,Manufacturing,Public,Investment Grade,No,22.8,439,0.56,2.36,6.95,3.09,11.68405222882396,0.288,15.23,Healthy
590,Construction,Private,Speculative,,11.1,98,2.16,0.1,-6.62,1.61,11.339875123011701,-0.154,13.58,Healthy
591,Retail,Private,Speculative,,15.9,378,0.15,2.07,2.85,3.31,-5.000937284036123,0.115,13.33,Healthy
592,Manufacturing,Private,Speculative,,5.0,166,1.49,2.62,-7.4,-7.65,-2.9608661598033024,0.263,17.21,Distressed
593,Manufacturing,Private,Speculative,,6.6,495,2.39,1.13,6.91,0.45,8.231390866776156,0.01,13.59,Healthy
594,Technology,Private,Investment Grade,,18.3,296,0.25,2.42,8.82,0.85,-0.976010845647366,0.179,11.78,Healthy
595,Construction,Public,Speculative,Yes,11.7,197,1.74,1.37,2.62,-8.59,16.697899965367597,0.107,12.72,Healthy
596,Technology,Private,Investment Grade,,24.7,311,1.54,2.39,3.07,-3.07,8.296284187392082,0.164,16.96,Watch
597,Technology,Private,Speculative,,14.0,449,0.55,2.24,1.66,2.89,14.205842933873559,0.16,13.38,Healthy
598,Retail,Public,Investment Grade,No,7.3,248,0.83,2.4,6.3,4.99,8.943119580999157,0.249,11.77,Healthy
599,Retail,Private,Investment Grade,,19.2,635,2.3,1.08,6.32,-5.35,4.102967375433195,0.034,14.13,Healthy
600,Retail,Private,Speculative,,2.4,301,2.16,1.52,8.75,-2.41,8.939288581281813,0.057,14.48,Watch
601,Manufacturing,Private,Investment Grade,,11.0,202,1.87,1.98,2.68,2.93,9.259102295038302,0.158,14.51,Healthy
602,Technology,Public,Investment Grade,Yes,11.6,97,1.39,2.12,20.18,-5.51,0.6357174208201197,0.148,12.1,Healthy
603,Technology,Public,Speculative,No,28.4,408,2.28,2.04,1.09,2.94,6.951565643647182,0.268,15.38,Watch
604,Energy,Public,Investment Grade,No,8.9,121,1.58,2.8,11.25,14.58,21.02806641515891,0.473,10.92,Healthy
605,Construction,Public,Investment Grade,Yes,17.3,5,0.23,1.99,8.39,10.21,16.29617850542811,0.158,13.04,Healthy
606,Technology,Private,Investment Grade,,11.6,76,1.92,2.28,4.2,17.04,32.55188566781237,0.323,13.11,Healthy
607,Manufacturing,Private,Speculative,,15.1,619,0.18,0.1,7.31,1.11,-1.0599688130303466,-0.194,13.52,Healthy
608,Retail,Private,Speculative,,7.5,134,0.42,1.7,4.01,-1.35,-6.667012254726176,0.099,11.34,Healthy
609,Retail,Public,Speculative,No,9.4,254,1.66,3.23,9.68,15.34,13.861483311925621,0.384,15.75,Healthy
610,Retail,Private,Speculative,,6.3,217,0.78,1.59,7.03,-7.52,19.062646588146528,0.052,11.46,Healthy
611,Technology,Private,Investment Grade,,8.9,154,0.53,2.26,-5.52,-3.64,14.749409813018744,0.147,9.74,Healthy
612,Technology,Private,Investment Grade,,10.7,299,0.85,1.98,5.85,9.39,0.9871738129310748,0.194,15.55,Healthy
613,Construction,Private,Investment Grade,,5.3,150,2.81,1.09,2.3,-4.69,12.488583164511866,-0.053,14.34,Distressed
614,Construction,Public,Speculative,No,2.9,269,0.39,1.47,6.79,6.51,-7.787795145498995,0.103,13.98,Healthy
615,Retail,Private,High Risk,,19.7,900,1.22,0.36,3.42,-11.67,-8.414748082309663,-0.076,12.08,Distressed
616,Manufacturing,Private,Investment Grade,,13.5,35,1.91,0.1,6.95,-19.27,3.873860157454987,-0.089,17.9,Watch
617,Technology,Private,Investment Grade,,6.0,883,1.0,1.47,8.44,9.63,10.969203044520754,0.112,11.11,Healthy
618,Construction,Private,Speculative,,19.9,511,1.09,1.18,7.0,-0.17,6.560089712562059,0.08,11.86,Healthy
619,Manufacturing,Private,Investment Grade,,28.1,306,3.31,1.93,3.22,-10.79,20.577683667800642,0.068,10.5,Distressed
620,Energy,Private,High Risk,,10.4,49,0.13,2.27,4.73,6.43,-6.608873300424394,0.125,14.42,Healthy
621,Retail,Private,Speculative,,23.5,292,2.87,2.06,0.28,13.2,13.3528201654523,0.182,10.38,Distressed
622,Energy,Private,Investment Grade,,13.3,168,3.46,1.19,7.19,9.66,4.128406547271227,-0.012,13.05,Watch
623,Technology,Private,High Risk,,4.1,244,0.18,1.64,7.99,29.42,17.100290992729228,0.039,14.21,Healthy
624,Manufacturing,Public,Investment Grade,No,3.7,926,0.67,3.39,9.01,-4.05,7.21160021832925,0.426,15.94,Healthy
625,Construction,Private,High Risk,,13.3,139,1.84,1.9,11.0,3.29,2.7524559065289322,0.002,13.47,Healthy
626,Construction,Private,Speculative,,12.1,288,0.55,2.1,10.96,12.74,2.1759548632779797,0.074,13.11,Healthy
627,Manufacturing,Private,Investment Grade,,11.0,109,3.82,0.91,5.79,-9.13,-14.9669732777989,-0.011,11.4,Watch
628,Technology,Private,Investment Grade,,1.6,335,0.73,1.52,3.66,-3.62,-3.5983388834830006,0.078,13.32,Healthy
629,Manufacturing,Public,Speculative,No,12.9,728,0.11,1.2,2.18,2.13,,0.028,12.77,Healthy
630,Energy,Private,High Risk,,13.6,423,1.64,2.09,1.26,2.75,-10.837859662031303,0.121,15.06,Distressed
631,Construction,Public,High Risk,No,8.4,226,0.79,2.96,4.43,15.2,4.3244163674119,0.543,12.69,Healthy
632,Manufacturing,Public,Speculative,No,19.5,255,3.17,2.38,11.17,6.94,-5.246079344840403,0.395,15.48,Healthy
633,Energy,Private,Speculative,,14.3,189,0.67,0.98,-0.5,4.65,5.857728968814058,0.052,13.1,Healthy
634,Technology,Private,High Risk,,15.2,245,1.29,2.4,0.32,12.79,11.010741798602925,0.34,14.3,Healthy
635,Manufacturing,Private,Investment Grade,,14.3,341,1.64,2.2,5.73,2.75,,0.271,15.71,Healthy
636,Energy,Public,Investment Grade,Yes,20.4,157,0.39,1.36,8.71,8.9,-4.872781978472489,0.026,13.16,Healthy
637,Energy,Public,High Risk,No,4.2,844,1.36,3.18,-2.81,14.51,5.06905349233736,0.519,18.15,Distressed
638,Retail,Private,Investment Grade,,4.0,534,0.66,2.09,-3.81,1.68,8.116455045387694,0.155,15.22,Healthy
639,Manufacturing,Public,Investment Grade,No,5.1,51,0.36,0.9,2.66,1.82,5.427738297181308,-0.0,13.38,Watch
640,Retail,Public,Investment Grade,No,8.5,88,0.98,1.96,13.29,-4.75,16.97860804614996,0.173,13.09,Healthy
641,Manufacturing,Public,Investment Grade,No,30.1,701,0.66,2.88,2.58,10.05,-14.236904150418312,0.385,16.99,Healthy
642,Energy,Public,Investment Grade,No,10.3,397,1.13,2.06,8.9,1.62,7.854612333141848,0.082,10.95,Healthy
643,Technology,Private,Investment Grade,,11.2,36,1.2,2.61,-2.74,-21.08,34.50609531985198,0.049,12.11,Healthy
644,Manufacturing,Private,Speculative,,13.4,174,1.73,2.09,2.79,11.67,1.787638471853871,0.225,17.27,Healthy
645,Retail,Private,Speculative,,8.8,130,1.0,1.01,5.47,11.77,4.503386274575119,-0.006,15.23,Watch
646,Energy,Private,Investment Grade,,11.8,62,0.8,1.64,12.83,-14.03,,0.108,11.73,Healthy
647,Construction,Private,Investment Grade,,4.8,40,0.35,2.4,15.67,9.73,11.52748950214675,0.183,11.16,Healthy
648,Retail,Private,Investment Grade,,28.2,438,0.67,0.1,10.17,23.4,3.5911836120360525,-0.117,14.91,Healthy
649,Retail,Private,Investment Grade,,5.4,218,0.6,1.92,-5.25,-0.58,15.628515508153255,0.137,12.05,Healthy
650,Energy,Private,Investment Grade,,6.4,538,0.89,2.5,-7.56,1.31,-1.1935843474373344,0.284,11.99,Healthy
651,Technology,Public,Investment Grade,No,4.9,322,0.81,1.05,-3.43,-2.66,-3.6218180023043427,0.017,11.85,Distressed
652,Energy,Private,Speculative,,21.2,350,1.06,1.09,1.3,4.74,14.724845350986376,-0.026,13.12,Watch
653,Retail,Public,Investment Grade,No,12.7,144,1.05,2.84,4.53,4.88,7.603371081492611,0.157,13.42,Healthy
654,Manufacturing,Private,Speculative,,10.2,406,0.15,2.42,0.04,5.91,10.274950104506088,0.315,14.81,Healthy
655,Construction,Private,Speculative,,8.3,398,0.18,1.04,3.64,20.48,3.526040693722168,-0.031,13.04,Healthy
656,Retail,Private,Investment Grade,,14.6,181,3.93,2.04,2.32,18.25,8.009074188369539,0.172,10.25,Healthy
657,Manufacturing,Private,High Risk,,14.0,97,3.47,1.21,6.7,0.75,7.553244474841069,0.027,12.49,Healthy
658,Retail,Private,Investment Grade,,6.6,261,1.18,1.38,0.71,11.12,1.5322509235961599,0.027,11.93,Watch
659,Manufacturing,Private,High Risk,,28.2,656,0.93,2.05,1.14,5.95,7.412873224809042,0.101,14.89,Watch
660,Technology,Private,Speculative,,13.3,145,0.7,0.76,5.03,3.03,-4.412220803500695,-0.05,11.34,Healthy
661,Retail,Private,High Risk,,20.2,36,2.43,2.2,1.94,12.79,14.36319613995852,0.302,11.36,Healthy
662,Construction,Private,Investment Grade,,3.9,235,1.53,2.64,5.74,14.19,-5.646729095807938,0.214,14.54,Healthy
663,Manufacturing,Private,Speculative,,8.6,316,1.39,2.75,-1.68,25.89,12.436793606474055,0.285,13.16,Healthy
664,Construction,Private,Investment Grade,,17.2,353,1.37,1.47,7.67,-10.86,-3.1970881428136586,0.159,13.67,Watch
665,Technology,Public,Investment Grade,No,11.0,57,0.76,1.53,1.79,5.62,-3.657303552200604,0.074,14.92,Watch
666,Manufacturing,Private,Investment Grade,,11.1,1051,4.2,1.21,2.33,6.62,-17.103256796469893,0.037,10.55,Watch
667,Construction,Private,Investment Grade,,11.9,84,2.08,2.81,9.37,7.93,-3.3534546591965224,0.23,19.08,Watch
668,Manufacturing,Public,Investment Grade,No,15.1,195,0.38,1.07,-4.44,8.74,9.344080208033734,-0.026,14.29,Healthy
669,Energy,Private,High Risk,,5.5,604,1.6,0.67,4.11,-6.37,5.812662673386308,-0.022,13.69,Watch
670,Construction,Public,Speculative,No,5.4,299,0.61,0.1,-1.46,2.99,16.238881632367615,-0.193,12.45,Healthy
671,Construction,Private,Speculative,,8.9,65,1.24,0.49,-6.47,5.69,10.011797696461278,-0.142,15.3,Watch
672,Construction,Private,High Risk,,15.1,298,1.0,1.9,4.12,10.11,22.525906090713743,0.144,15.69,Healthy
673,Technology,Public,High Risk,No,7.0,132,0.14,1.56,-4.07,3.91,-11.467587093384964,0.119,12.2,Distressed
674,Technology,Private,Speculative,,8.2,411,2.35,1.65,2.23,-6.7,,0.16,13.39,Healthy
675,Technology,Private,Investment Grade,,8.2,248,2.13,0.44,6.88,-1.37,1.1991886212521905,-0.128,9.67,Healthy
676,Manufacturing,Public,High Risk,No,26.8,505,0.72,1.95,8.04,-3.3,4.072432364385485,0.152,13.58,Healthy
677,Retail,Public,High Risk,No,6.1,194,0.82,2.3,8.81,1.68,8.968621059379394,0.272,15.33,Healthy
678,Manufacturing,Private,Investment Grade,,18.6,197,0.67,1.64,0.17,-6.22,1.6809794881014826,0.163,12.25,Healthy
679,Energy,Private,Speculative,,3.7,131,2.01,1.42,-0.23,-5.61,18.25297283121445,0.079,13.14,Watch
680,Technology,Private,Investment Grade,,12.2,111,0.25,2.14,3.84,9.74,1.4459397663605875,0.234,15.14,Healthy
681,Construction,Public,Speculative,No,12.2,198,0.8,1.87,0.54,-3.4,-0.35393875073468806,0.077,14.87,Watch
682,Construction,Private,Investment Grade,,3.8,311,0.33,2.14,5.45,9.49,18.150564328052237,0.248,11.79,Healthy
683,Technology,Public,High Risk,No,29.1,318,2.06,1.92,10.31,6.32,-6.765074010582104,0.114,13.73,Watch
